a	/ɑ/
parqueten	/pɑʀkeːən/
partei	/pɑʀtɑɪ/
parteien	/pɑʀtɑɪən/
parteichef	/pɑʀteːiʃæf/
parteicheffen	/pɑʀteːiʃæfən/
parteicheffin	/pɑʀteːiʃæfin/
parteicheffinnen	/pɑʀteːiʃæfinən/
parteiesch	/pɑʀtɑɪəʃ/
parteipresident	/pɑʀteːipʀezidænt/
parteipresidenten	/pɑʀteːipʀezidæntən/
parteipresidentin	/pɑʀteːipʀezidæntin/
parteipresidentinnen	/pɑʀteːipʀezidæntinən/
parteispëtz	/pɑʀteːispəts/
parteispëtzen	/pɑʀteːispətsən/
parteispëtzt	/pɑʀteːispətst/
parteispëtzten	/pɑʀteːispətstən/
parterre	/pɑʀtəʀ/
parterren	/pɑʀtæʀən/
participant	/pɑʀtisipɑ̃ː/
participanten	/pɑʀtisipɑ̃ːən/
participante	/pɑʀtisipɑ̃ːə/
participanteën	/pɑʀtisipɑ̃ːtən/
participatioun	/pɑʀtisiptsjəʊn/
participatiounen	/pɑʀtisipatsjəʊnən/
participéieren	/pɑʀtisipɜɪəʀən/
participéiert	/pɑʀtisipɜɪɐt/
partie	/pɑʀtiː/
partien	/pɑʀtiːən/
partiell	/pɑʀtjæl/
partikel	/pɑʀtikəl/
partikelen	/pɑʀtikələn/
partisan	/pɑʀtizaːn/
partisanen	/pɑʀtizaːnən/
partisanin	/pɑʀtizaːnin/
partisaninnen	/pɑʀtizaːninən/
partitioun	/pɑʀtitsjəʊn/
partitiounen	/pɑʀtitsjəʊnən/
partitur	/pɑʀtityːʀ/
partituren	/pɑʀtityːʀən/
partner	/pɑʀtnɐ/
partnerin	/pɑʀtnəʀin/
partnerinnen	/pɑʀtnəʀinən/
partnerschaft	/pɑʀtnɐʃɑft/
partnerschaften	/pɑʀtnɐʃɑftən/
partout	/pɑʀtuː/
party	/paːʀtiː/
partyen	/paːʀtiːən/
parvis	/pɑʀviː/
parvisen	/pɑʀviːən/
parzeläin	/pɑʀtsəlæːɪn/
parzeläins	/pɑʀtsəlæːɪns/
parzell	/pɑʀtsæl/
parzellen	/pɑʀtsælən/
pascha	/pɑʃaː/
paschaen	/pɑʃaːən/
paschtéit	/pɑʃtɜɪt/
paschtéiten	/pɑʃtɜɪtən/
paschtéitchen	/pɑʃtɜɪtɕən/
paschtéitercher	/pɑʃtɜɪtɐɕɐ/
paschtouer	/pɑʃtəʊɐ/
paschtéier	/pɑʃtɜɪɐ/
paschtouesch	/pɑʃtəʊəʃ/
paschtoueschen	/pɑʃtəʊəʃən/
paschtoueschhaus	/pɑʃtəʊəʃhæːʊs/
paschtoueschhaiser	/pɑʃtəʊəʃhɑɪzɐ/
pass	/pɑs/
päss	/pæs/
passen	/pɑsən/
passabel	/pɑsaːbəl/
passage	/pɑsaːʃ/
passagen	/pɑsɑʒən/
passagéier	/pɑsɑʒɜɪɐ/
passagéierschëff	/pɑsɑʒɜɪɐʃəf/
passagéierschëffer	/pɑsɑʒɜɪɐʃəfɐ/
passant	/pɑsɑnt/
passanten	/pɑsɑntən/
passantin	/pɑsɑntin/
passantinnen	/pɑsɑntinən/
passbureau	/pɑsbyʀoː/
passbureauen	/pɑsbyʀoːən/
passbüro	/pɑsbyʀoː/
passbüroen	/pɑsbyʀoːən/
passéieren	/pɑsɜɪəʀən/
passéiert	/pɑsɜɪɐt/
gepasst	/gəpɑst/
passend	/pɑsənt/
passepartout	/pɑsəpɑʀtuː/
passepartouten	/pɑsəpɑʀtuːən/
passerell	/pɑsəʀæl/
passerellen	/pɑsɐælən/
passerelle	/pɑsɐælə/
passett	/pɑsæt/
passetten	/pɑsætən/
passette	/pɑsæt/
passeur	/pɑsœːʀ/
passeuren	/pɑsœːʀən/
passeuse	/pɑsøːs/
passeusen	/pɑsøːsən/
passfoto	/pɑsfotoː/
passfotoen	/pɑsfotoːən/
passionéiert	/pɑsjoːnɜɪɐt/
passioun	/pɑsjəʊn/
passiounen	/pɑsjəʊnən/
passiv	/pɑsiːf/
passivitéit	/pɑsivitɜɪt/
passkontroll	/pɑskontʀol/
passkontrollen	/pɑskontʀolən/
passwuert	/pɑsvuːɐt/
passwierder	/pɑsviːɐdɐ/
pastellfaarf	/pɑʃtælfaːɐf/
pastellfaarwen	/pɑʃtælfaːɐvən/
pasteurisatioun	/pɑstœːʀizatsjəʊn/
pasteuriséieren	/pɑstœːʀizɜɪəʀən/
pasteuriséiert	/pɑstœːʀizɜɪɐt/
pasteuriséierung	/pɑstœːʀisɜɪəʀuŋ/
pastill	/pɑstil/
pastillen	/pɑstilən/
pastillchen	/pɑstilɕən/
pastillercher	/pɑstilɐɕɐ/
paté	/pɑteː/
patéen	/pɑteːən/
patent	/pɑtænt/
patenter	/pɑtæntɐ/
patentéieren	/pɑtɑ̃ːtɜɪəʀən/
patentéiert	/pɑtɑ̃ːtɜɪɐt/
patentrechtlech	/pɑtɑ̃ːtʀæɕtləɕ/
pater	/paːtɐ/
pateren	/pɑtəʀən/
pathetesch	/pɑteːtəʃ/
patholog	/pɑtoloːk/
pathologen	/pɑtoːloːgən/
pathologesch	/pɑtoloːʁəʃ/
pathologie	/pɑtoːloːʒiː/
pathologien	/pɑtoːloːʒiːən/
pathologin	/pɑtoːloːgin/
pathologinnen	/pɑtoloːginən/
pathos	/pɑtoːs/
patient	/pɑtsjænt/
patienten	/pɑtsjæntən/
patientin	/pɑtsjæntiːn/
patientinnen	/pɑtsjæntinən/
patisserie	/pɑtisəʀiː/
patisserien	/pɑtisəʀiːən/
patissier	/pɑtisjeː/
patissieren	/pɑtisjeːən/
patissière	/pɑtisiɛːʀ/
patissièren	/pɑtisjɛːʀən/
patréiner	/pɑtʀɜɪnɐ/
patréinerin	/pɑtʀɜɪnəʀin/
patréinerinnen	/pɑtʀɜɪnəʀinən/
patréinesch	/pɑtʀɜɪnəʃ/
patréineschen	/pɑtʀɜɪnəʃən/
patriarch	/pɑtʀiaʀɕ/
patriarchen	/pɑtʀiaʀɕən/
patriarchalesch	/pɑtʀiɑʀkaːləʃ/
patriot	/pɑtʀioːt/
patrioten	/pɑtʀioːtən/
patriotesch	/pɑtʀioːtəʃ/
patriotin	/pɑtʀiotin/
patriotinnen	/pɑtʀioːtinən/
patriotismus	/pɑtʀiotismus/
patron	/pɑtʀɑ̃ː/
patronen	/pɑtʀoːnən/
patronage	/pɑtʀonaːʃ/
patronat	/pɑtʀonaːt/
patronéieren	/pɑtʀonɜɪəʀən/
patronéiert	/pɑtʀonɜɪɐt/
patronne	/pɑtʀonə/
patronnen	/pɑtʀonən/
patroun	/pɑtʀəʊn/
patrounen	/pɑtʀəʊnən/
patrull	/pɑtʀul/
patrullen	/pɑtʀulən/
patrulléieren	/pɑtʀulɜɪəʀən/
patrulléiert	/pɑtʀulɜɪɐt/
patschen	/pɑtʃən/
gepatscht	/gəpɑtʃt/
pätschen	/pætʃən/
gepätscht	/gəpætʃt/
patt	/pɑt/
pätt	/pæt/
patten	/pɑtən/
pättchen	/pætɕən/
pättercher	/pætɐɕɐ/
patte	/pɑtə/
pätter	/pætɐ/
pätteren	/pætəʀən/
pätterchen	/pætɐɕən/
paus	/pɑʊs/
pausen	/pɑʊzən/
pauschal	/pæːʊʃaːl/
gepaust	/gəpɑʊst/
pautsch	/pæːʊtʃ/
pautschen	/pæːʊtʃən/
pavé	/pɑfeː/
pavillon	/pɑvijɑ̃ː/
pavillonen	/pɑvijɑ̃ːən/
pawee	/pɑveː/
paysagist	/pɑiːsɑgist/
paysagisten	/pɑiːsɑgistən/
paysagistin	/pɑiːsɑgistin/
paysagistinnen	/pɑiːsɑgistinən/
pazifist	/paːtsiːfist/
pazifisten	/paːtsiːfistən/
pazifistesch	/paːtsiːfistəʃ/
pazifistin	/paːtsiːfistin/
pazifistinnen	/paːtsiːfistinən/
peage	/peːaːʃ/
peagen	/peːaːʒən/
pech	/pæɕ/
pechbild	/pæɕbilt/
pechbiller	/pæɕbilɐ/
pecheg	/pæɕəɕ/
pechen	/pæɕən/
gepecht	/gəpæɕt/
pechert	/pæɕɐt/
pecherten	/pæɕɐtən/
pechesch	/pæɕəʃ/
pecheschen	/pæɕəʃən/
pechpabeier	/pæɕpɑbɑɪɐ/
pechschwaarz	/pæɕʃwaːʀts/
pécksert	/peksɐt/
péckvillchen	/pekfilɕən/
péckvillercher	/pekfilɐɕɐ/
pedagog	/pədɑgoːk/
pedagogen	/pədɑgoːʁən/
pedagogesch	/pədɑgoːʁəʃ/
pedagogik	/pədɑgoːgik/
pedagogin	/pədɑgoːgin/
pedagoginnen	/pədɑgoːginən/
pedall	/pədɑl/
pedallen	/pədɑlən/
pedalléieren	/pədɑlɜɪəʀən/
pedalléiert	/pədɑlɜɪɐt/
pedant	/pədɑnt/
pedanten	/pədɑntən/
pedanterie	/pədɑntəʀiː/
pedantesch	/pədɑntəʃ/
pedantin	/pədɑntin/
pedantinnen	/pədɑntinən/
pedikür	/pədikyʀ/
pediküren	/pədikyʀən/
peegel	/peːʑəl/
peegelen	/peːʑələn/
peepstlech	/peːpstləɕ/
peffer	/pæfɐ/
pefferen	/pæfəʀən/
gepeffert	/gəpæfɐt/
pëfferen	/pəfəʀən/
gepëffert	/gəpəfɐt/
pefferkär	/pæfɐkɛːɐ/
pefferkären	/pæfɐkɛːʀən/
peffermënz	/pæfɐmənts/
peffermillen	/pæfɐmilən/
pegel	/peːʑəl/
pegelen	/peːʑələn/
pegelstand	/peːʑəlʃtɑnt/
pegelstänn	/peːʑəlʃtæn/
péilchen	/pɜɪlɕən/
péilercher	/pɜɪlɐɕɐ/
peiler	/pɑɪlɐ/
péis	/pɜɪs/
péisen	/pɜɪzən/
péiteng	/pɜɪteŋ/
péiterséileg	/pɜɪtɐzɜɪləɕ/
pejorativ	/pəjoːʀatiːf/
pëll	/pəl/
pëllen	/pələn/
pëllchen	/pəlɕən/
pëllercher	/pəlɐɕɐ/
pellerin	/pæləʀin/
pellerinnen	/pæləʀinən/
peloton	/peːlotɑ̃ː/
pelotonen	/peːlotoːnən/
pelz	/pælts/
pelzer	/pæltsɐ/
pelzeg	/pæltsəɕ/
pelzen	/pæltsən/
pendant	/pɑ̃ːdɑ̃ː/
pendanten	/pɑ̃ːdɑ̃ːən/
pendel	/pændəl/
pendelen	/pændələn/
gependelt	/gəpændəlt/
penetrant	/peːnətʀɑ̃ː/
péng	/peŋ/
péngegen	/peŋəʑən/
gepéngegt	/gəpeŋəɕt/
péngschten	/peŋʃtən/
péngschtrous	/peŋʃtʀəʊs/
péngschtrousen	/peŋʃtʀəʊzən/
penibel	/peːniːbəl/
penis	/peːnis/
penissen	/peːniːsən/
pénken	/peŋkən/
gepénkt	/gəpeŋkt/
pénktlech	/peŋktləɕ/
pénktlechkeet	/peŋktləɕkeːt/
pennen	/pænən/
gepennt	/gəpænt/
pënsch	/pənʃ/
pënsel	/pənzəl/
pënselen	/pənzələn/
pënselchen	/pənzəlɕən/
pënselcher	/pənzəlɕɐ/
gepënselt	/gəpənzəlt/
pensionat	/pænsjoːnaːt/
pensionater	/pænsjoːnaːtɐ/
pensionéieren	/pænsjoːnɜɪəʀən/
pensionéiert	/pænsjoːnɜɪɐt/
pensionnaire	/pænsjoːnɛːʀ/
pensionnairen	/pænsjoːnɛːʀən/
pensionnairin	/pænsjoːnɛːʀin/
pensionnairinnen	/pænsjoːnɛːʀinən/
pensioun	/pænsjəʊn/
pensiounen	/pænsjəʊnən/
pensiounsalter	/pænsjəʊnsɑltɐ/
pensiounskeess	/pænsjəʊnskeːs/
pensiounskeesen	/pænsjəʊnskeːzən/
pensum	/pænsum/
penthaus	/pɑ̃ːthæːʊs/
penthaiser	/pɑ̃ːthɑɪzɐ/
peperoni	/pæpəʀoːni/
peperonien	/pæpəʀoniːən/
pëppchen	/pəpɕən/
pëppercher	/pəpɐɕɐ/
pëppel	/pəpəl/
pëppelen	/pəpələn/
peppeng	/pæpeŋ/
per	/pɐ/
perch	/pɐɕ/
perchen	/pɐɕən/
perfekt	/pɛʀfækt/
perfektionéieren	/pɛʀfæktsjonɜɪəʀən/
perfektionéiert	/pɛʀfəksjoːnɜɪɐt/
perfektionismus	/pɛʀfəksjoːnismus/
perfektionist	/pɛʀfæktsjonist/
perfektionisten	/pɛʀfəksjoːnistən/
perfektionistesch	/pɛʀfəksjoːnistəʃ/
perfektionistin	/pɛʀfəksjoːnistin/
perfektionistinnen	/pɛʀfəksjoːnistinən/
perfektioun	/pɛʀfæksjəʊn/
performance	/pɛʀfɔʀmɑ̃ːs/
performancen	/pɛʀfɔʀmɑ̃ːsən/
performant	/pɛʀfɔʀmɑnt/
pergament	/pɛʀɕaːmænt/
pergamenter	/pɛʀɕaːmæntɐ/
pergola	/pɛʀgoːlaː/
pergolaen	/pɛʀgoːlaːən/
perimeter	/pɛʀimeːtɐ/
perimeteren	/pɛʀimeːtəʀən/
period	/pɛʀioːt/
perioden	/pɛʀioːdən/
periode	/pɛʀioːdə/
periodesch	/pɛʀioːdəʃ/
peripherie	/pɛʀifəʀiː/
peripherien	/pɛʀifeːʀjən/
perkussionist	/pɛʀkusjonist/
perkussionisten	/pɛʀkusjonistən/
perkussionistin	/pɛʀkusjonistin/
perkussionistinnen	/pɛʀkusjonistinən/
perkussioun	/pɛʀkusjəʊn/
permanence	/pɛʀmɑnɑ̃ːs/
permanencen	/pɛʀmɑnɑ̃ːsən/
permanent	/pɛʀmɑnɑ̃ː/
permanente	/pɛʀmɑnɑ̃ːt/
permanenten	/pɛʀmɑnɑ̃ːən/
permis	/pɛʀmiː/
permisen	/pɛʀmiːən/
permissioun	/pɛʀmisjəʊn/
permissiounen	/pɛʀmisjəʊnən/
perplex	/pɐplæks/
perquisitioun	/pɛʀkizitsjəʊn/
perquisitiounen	/pɛʀkizitsjəʊnən/
perréck	/pæʀek/
perrécken	/pæʀekən/
perruche	/pæʀyʃ/
perruchen	/pæʀyɕən/
perséinchen	/pɛʀzɜɪnɕən/
perséinercher	/pɛʀzɜɪnɐɕɐ/
perséinlech	/pɛʀzɜɪnləɕ/
perséinlechkeet	/pɛʀzɜɪnləɕkeːt/
perséinlechkeeten	/pɛʀzɜɪnləɕkeːtən/
persiflage	/pɛʀziflaːʃ/
persiflagen	/pɛʀziflaːʁən/
personal	/pɛʀzonaːl/
personalchef	/pɛʀzonaːlʃæf/
personalcheffen	/pɛʀzonaːlʃæfən/
personaldelegatioun	/pɛʀzonaːldelegatsjəʊn/
personaldelegatiounen	/pɛʀzonaːldelegatsjəʊnən/
personaliséieren	/pɛʀzonaːlizɜɪəʀən/
personaliséiert	/pɛʀzonaːlizɜɪɐt/
personalpronomen	/pɛʀzonaːlpʀonɑ̃ːən/
personifizéieren	/pɛʀzonifitsɜɪəʀən/
personifizéiert	/pɛʀzonifitsɜɪɐt/
personnage	/pɛʀzonaːʃ/
personnagen	/pɛʀzonaːʒən/
persoun	/pɛʀzəʊn/
persounen	/pɛʀzəʊnən/
perspektiv	/pɛʀspæktiːf/
perspektiven	/pɛʀspæktiːvən/
perte	/pɛʀə/
perten	/pɛʀən/
pertinent	/pɛʀtinænt/
peru	/pɛʀuː/
peruaner	/pɛʀuaːnɐ/
peruanerin	/pɛʀuaːnəʀin/
peruanerinnen	/pɛʀuaːnəʀinən/
peruanesch	/pɛʀuaːnəʃ/
pervers	/pɛʀfɐs/
perversioun	/pɛʀvɛʀzjəʊn/
perversiounen	/pɛʀvɛʀzjəʊnən/
perversitéit	/pɛʀfɐzitɜɪt/
perversitéiten	/pɛʀfɐzitɜɪtən/
pervertéieren	/pɛʀvæʀtɜɪəʀən/
pervertéiert	/pɛʀvæʀtɜɪɐt/
pervertéierung	/pɛʀvæʀtɜɪəʀuŋ/
pëschelchen	/pəʃəlɕən/
pëschelcher	/pəʃəlɕɐ/
pescht	/pæʃt/
pësperen	/pəspəʀən/
gepëspert	/gəpəspɐt/
pessimismus	/pæsimismus/
pessimist	/pæsimist/
pessimisten	/pæsimistən/
pessimistesch	/pæsimistəʃ/
pessimistin	/pæsimistin/
pessimistinnen	/pæsimistinən/
pestizid	/pæstitsit/
pestiziden	/pæstitsiːdən/
pesto	/pæstoː/
pestoen	/pəʃtoːən/
petitioun	/peːtitsjəʊn/
petitiounen	/peːtitsjəʊnən/
pétitioun	/peːtitsjəʊn/
pétitiounen	/peːtitsjəʊnən/
pëtrol	/pətʀol/
pëtrolspräis	/pətʀolspʀæːɪs/
pëtrolspräisser	/pətʀolspʀæːɪsɐ/
pëtschent	/pətʃənt/
pëtten	/pətən/
pëtz	/pəts/
pëtzen	/pətsən/
gepëtzt	/gəpətst/
petzi	/pætsiː/
petzien	/pætsiːən/
pëtzzaang	/pətstsaːŋ/
pëtzzaangen	/pətstsaːŋən/
pflicht	/pfliɕt/
pflichten	/pfliɕtən/
phar	/faːʀ/
pharen	/faːʀən/
phare	/faːʀ/
pharisäer	/faːʀizɛːɐ/
pharmaindustrie	/faːʀmɑindustʀiː/
pharmazeutesch	/faːʀmaːtsoɪtəʃ/
phas	/faːs/
phasen	/faːsən/
phenomen	/fənomən/
phenomener	/fənomənɐ/
phenomenal	/fənomənaːl/
philharmonesch	/fiːlhɑʀmoːnəʃ/
philippinnen	/fiːlipinən/
philippinner	/fiːlipinɐ/
philippinnerin	/fiːlipinəʀin/
philippinnerinnen	/fiːlipinəʀinən/
philippinnesch	/fiːlipinəʃ/
philo	/fiːloː/
philosoph	/fiːloːzof/
philosophen	/fiːloːzofən/
philosophéieren	/fiːloːzophɜɪəʀən/
philosophéiert	/fiːloːzophɜɪɐt/
philosophesch	/fiːloːzofəʃ/
philosophie	/fiːloːzofiː/
philosophien	/fiːloːzofiːən/
philosophin	/fiːloːzofiːn/
philosophinnen	/fiːloːzofinən/
phlegmatesch	/fleːɕmaːtəʃ/
phobie	/foːbiː/
phobien	/foːbiːən/
phonetesch	/foneːtəʃ/
phonetik	/foneːtik/
phosphat	/fosphaːt/
phosphaten	/fosphaːtən/
phosphor	/fosfoːʀ/
physesch	/fiːzəʃ/
physik	/fiːsik/
physikalesch	/fiːsikaːləʃ/
physiker	/fiːsikɐ/
physikerin	/fiːsikəʀin/
physikerinnen	/fiːsikəʀinən/
physikscours	/fiːsikskuːɐ/
physikscoursen	/fiːsikskuːəʀən/
physiksstonn	/fiːsiksʃton/
physiksstonnen	/fiːsiksʃtonən/
pianist	/pjɑnist/
pianisten	/pjɑnistən/
pianistin	/pjɑnistin/
pianistinnen	/pjɑnistinən/
piano	/pjɑnoː/
pianoen	/pjɑnoːən/
pic	/pik/
picken	/pikən/
pichet	/piʃeː/
picheten	/piʃeːən/
pick	/pik/
pickeg	/pikəɕ/
gepickt	/gəpikt/
picknick	/piknik/
picknicken	/piknikən/
picknickt	/piknikt/
piddelen	/pidələn/
gepiddelt	/gəpidəlt/
pidderchen	/pidɐɕən/
piddercher	/pidɐɕɐ/
pièce	/piɛːs/
piechter	/piəɕtɐ/
piedchen	/piətɕən/
pietercher	/piətɐɕɐ/
pierch	/piːɐɕ/
pierjen	/piːɐʑən/
piercing	/piːɐsiŋ/
piercingen	/piːɐsiŋən/
pietéit	/piətɜɪt/
piff	/pif/
piffen	/pifən/
gepifft	/gəpift/
piffkaul	/pifkɑʊl/
piffkaulen	/pifkɑʊlən/
pigment	/pigmænt/
pigmenter	/pigmæntɐ/
pigmentéiert	/pigmæntɜɪɐt/
piipcheswiertchen	/piːpɕəsviːɐtɕən/
piipcheswuert	/piːpɕəsvuːɐt/
piipseg	/piːpsəɕ/
piipsen	/piːpsən/
gepiipst	/gəpiːpst/
piisch	/piːʃ/
pijen	/piːʒən/
pijejus	/piːʒəjyː/
pijejusen	/piːʒəjyːən/
pikant	/pikɑnt/
pikéiert	/pikɜɪɐt/
pilger	/pilʑɐ/
pilgeren	/pilʑəʀən/
gepilgert	/gəpilʑɐt/
pilgerfaart	/pilʑɐfaːʀt/
pilgerfaarten	/pilʑɐfaːʀtən/
pilgerfahrt	/pilʑɐfaːʀt/
pilgerfahrten	/pilʑɐfaːʀtən/
pilgerin	/pilʑɐin/
pilgerinnen	/pilʑəʀinən/
pilier	/piljeː/
pilieren	/piljeːən/
pillem	/piləm/
pillemen	/piləmən/
pilot	/piloːt/
piloten	/piloːtən/
piloteschäin	/piloːtəʃæːɪn/
piloteschäiner	/piloːtəʃæːɪnɐ/
pilotin	/piloːtin/
pilotinnen	/piloːtinən/
pilotprojet	/piloːtpʀoʒeː/
pilotprojeten	/piloːtpʀoʒeːən/
pilz	/pilts/
pilzen	/piltsən/
piment	/pimænt/
pimenten	/pimæntən/
pince	/pins/
pincen	/pinsən/
pincette	/pinsæt/
pincetten	/pinsætən/
pingeleg	/piŋgələɕ/
pingpong	/piŋgpoŋ/
pinguin	/piŋguiːn/
pinguinen	/piŋguiːnən/
pink	/piŋk/
pinktchen	/piŋktɕən/
pinktercher	/piŋktɐɕɐ/
pinschen	/pinʃən/
gepinscht	/gəpinʃt/
pinsel	/pinzəl/
pinselen	/pinzələn/
pinselchen	/pinzəlɕən/
pinselcher	/pinzəlɕɐ/
gepinselt	/gəpinzəlt/
pioche	/pjoχə/
piochen	/pjoχən/
pionéier	/pjonɜɪɐ/
piosch	/pjoʃ/
pioschen	/pjoʃən/
pipeg	/pipəɕ/
pipeline	/pipeːlin/
pipelinen	/pipeːlinən/
piquet	/pikeː/
piqueten	/pikeːən/
piqûre	/pikuːʀ/
piqûren	/pikuːʀən/
pirat	/piʀaːt/
piraten	/piʀaːtən/
pirel	/piːʀəl/
pirouette	/piʀəʊæt/
pirouetten	/piʀəʊætən/
pisaken	/pisaːkən/
gepisakt	/gəpizɑkt/
piscine	/pisin/
piscinnen	/pisinən/
piss	/pis/
pissblumm	/pisblum/
pissblummen	/pisblumən/
pissen	/pisən/
gepisst	/gəpist/
pisseng	/piseŋ/
pissert	/pisɐt/
pisserten	/pisɐtən/
pissoir	/piswaːʀ/
pissoiren	/piswaːʀən/
pist	/pist/
pisten	/pistən/
pistache	/pistɑʃ/
pistachen	/pistɑχən/
pistasch	/pistɑʃ/
pistaschen	/pistɑʃən/
piste	/pistə/
pistoul	/pistəʊl/
pistoulen	/pistəʊlən/
pitschelchen	/pitʃəlɕən/
pitschelcher	/pitʃəlɕɐ/
pittoresk	/pitoːʀæsk/
pizza	/pitsaː/
pizzaen	/pitsaːən/
pizzadeeg	/pitsaːdeːɕ/
pizzasdeeg	/pitsaːsdeːɕ/
pizzeria	/pitseʀjaː/
pizzeriaen	/pitseʀjaːən/
placéieren	/plɑsɜɪəʀən/
placéiert	/plɑkɜɪɐt/
placement	/plɑsəmænt/
placementer	/plɑsəmæntɐ/
placementen	/plɑsəmɑ̃ːən/
plach	/plɑχ/
plachen	/plɑχən/
plack	/plɑk/
placken	/plɑkən/
plackennummer	/plɑkænumɐ/
plackennummeren	/plɑkænuməʀən/
plädéieren	/plɛːdɜɪəʀən/
plädéiert	/plɛːdɜɪɐt/
plädoyer	/plɛːdwɑjeː/
plädoyeren	/plɛːdwɑjeːən/
plafong	/plɑfoŋ/
plafongen	/plɑfoŋən/
plafonnier	/plɑfonjeː/
plafonnieren	/plɑfoniːɐʀən/
plage	/plaːʃ/
plagen	/plaːʒən/
plagiat	/plaːʒjaːt/
plagiater	/plaːʒjaːtɐ/
plagiéieren	/plaːʒiːɜɪəʀən/
plagiéiert	/plaːʒiːɜɪɐt/
plaidéieren	/plɛːdɜɪəʀən/
plaidéiert	/plɛːdɜɪɐt/
plaidoyer	/plɛːdwɑjeː/
plaidoyeren	/plɛːdwɑjeːən/
plaimchen	/plɑimɕən/
plaimercher	/plɑimɐɕɐ/
plainte	/plɑɛ̃ːt/
plainten	/plɑɛ̃ːən/
plakat	/plɑkaːt/
plakaten	/plɑkaːtən/
plakeg	/plaːkəɕ/
plakert	/plaːkɐt/
plakerten	/plaːkɐtən/
plakkapp	/plaːkkɑp/
plakkäpp	/plaːkkæp/
planéieren	/plɑnɜɪəʀən/
planéiert	/plɑnɜɪɐt/
planéit	/plɑnɜɪt/
planéiten	/plɑnɜɪtən/
plang	/plɑŋ/
plangen	/plɑŋən/
geplangt	/gəplɑŋt/
planifikatioun	/plaːnifikatsjəʊn/
planifikatiounen	/plaːnifikatsjəʊnən/
plankton	/plɑŋktɑ̃ː/
plantatioun	/plɑntatsjəʊn/
plantatiounen	/plɑntatsjəʊnən/
planz	/plɑnts/
planzen	/plɑntsən/
plänzchen	/plæntsjən/
plänzercher	/plæntsɐɕɐ/
geplanzt	/gəplɑntst/
planzlech	/plɑntsləɕ/
plastesch	/plɑstəʃ/
plastifizéieren	/plɑstifitsɜɪəʀən/
plastifizéiert	/plɑstifitsɜɪɐt/
plastik	/plɑstik/
plastiker	/plɑstikɐ/
plastiks	/plɑstiks/
plastikseemer	/plɑstikseːmɐ/
plastikseemeren	/plɑstikseːməʀən/
plastilinn	/plɑstilin/
plat	/plaːt/
platen	/plɑən/
platan	/plɑtaːn/
platanen	/plɑtɑnən/
plateau	/plɑtoː/
plateauen	/plɑtoːən/
platebande	/plɑtbɑndə/
platebanden	/plɑtbɑndən/
platin	/plɑtin/
platine	/plɑtin/
platinnen	/plɑtinən/
platinn	/plɑtin/
platonesch	/plɑtoːnəʃ/
plätschen	/plætʃən/
geplätscht	/gəplætʃt/
platschen	/plɑtʃən/
geplatscht	/gəplɑtʃt/
plätschnaass	/plætʃnaːs/
platt	/plɑt/
plättchen	/plætɕən/
plättercher	/plætɐɕɐ/
plattdrécken	/plɑtdʀekən/
plattgedréckt	/plɑtgədʀekt/
plättel	/plætəl/
plättelen	/plætələn/
platten	/plɑtən/
plätterchersleeër	/plætɐɕɐsleːɐ/
plätterchersleeërin	/plætɐɕɐsleːəʀin/
plätterchersleeërinnen	/plætɐɕɐsleːəʀinən/
plattform	/plɑtfɔʀm/
plattformen	/plɑtfɔʀmən/
plattfouss	/plɑtfəʊs/
plattféiss	/plɑtfɜɪs/
plätzchen	/plætsjən/
plätzercher	/plætsɐɕɐ/
platzen	/plɑtsən/
geplatzt	/gəplɑtst/
platzhalter	/plɑtshɑltɐ/
platzwonn	/plɑtswon/
platzwonnen	/plɑtswonən/
plaum	/plɑʊm/
plaumen	/plɑʊmən/
plausibel	/plɑʊsibəl/
plaz	/plaːts/
plazen	/plaːtsən/
plazeweis	/plaːtsəvɑɪs/
plécken	/plekən/
gepléckt	/gəplekt/
pléischteren	/plɜɪʃtəʀən/
gepléischtert	/gəplɜɪʃtɐt/
plëmmchen	/pləmɕən/
plëmmercher	/pləmɐɕɐ/
plëmmen	/pləmən/
geplëmmt	/gəpləmt/
plemmplemm	/plæmplæm/
plenarsall	/plenaʀzɑl/
plenarsäll	/plenaʀzæl/
plenière	/plənjɛːʀ/
plenièren	/plənjɛːʀən/
plënneren	/plənəʀən/
geplënnert	/gəplənɐt/
plënnerkëscht	/plənɐkəʃt/
plënnerkëschten	/plənɐkəʃtən/
plënnerleit	/plənɐlɑɪt/
plenum	/plənum/
plenumen	/plənumən/
pleséier	/pləzɜɪɐ/
pli	/pli/
plien	/pljən/
plissé	/pliseː/
plisséieren	/plisɜɪəʀən/
plisséiert	/plisɜɪɐt/
plo	/ploː/
ploen	/ploːən/
geplot	/gəploːt/
plogeescht	/ploːgeːʃt/
plogeeschter	/ploːgeːʃtɐ/
plomb	/plop/
plëmb	/pləp/
plombéieren	/ploːmbɜɪəʀən/
plombéiert	/ploːmbɜɪɐt/
plomm	/plom/
plommen	/plomən/
plomp	/plomp/
plongeon	/ploŋəɑ̃ː/
plongeonen	/ploŋeːɑ̃ːən/
plooschter	/ploːʃtɐ/
plooschteren	/ploːʃtəʀən/
plott	/plot/
plotten	/plotən/
plou	/pləʊ/
pléi	/plɜɪ/
plouen	/pləʊən/
geplout	/gəpləʊt/
ploufen	/pləʊfən/
